title,company,location,skills,job_desc,skills_list,skills_cleaned
Business Analyst,Amazon,Chicago,"['Power BI', 'Excel']","We are looking for a Business Analyst with experience in Excel, Power BI.","['excel', 'power bi']","excel, power bi"
Data Analyst,Ibm,Seattle,"['SQL', 'Power BI']","We are looking for a Data Analyst with experience in SQL, Power BI.","['power bi', 'sql']","power bi, sql"
Bi Developer,Accenture,Chicago,"['Data Warehousing', 'ETL', 'Power BI']","We are looking for a BI Developer with experience in ETL, Data Warehousing, Power BI.","['data warehousing', 'etl', 'power bi']","data warehousing, etl, power bi"
Data Engineer,Deloitte,Miami,"['SQL', 'AWS']","We are looking for a Data Engineer with experience in SQL, AWS.","['aws', 'sql']","aws, sql"
Analytics Consultant,Salesforce,Miami,"['Power BI', 'Excel', 'SQL', 'Client Communication', 'Python']","We are looking for a Analytics Consultant with experience in Power BI, SQL, Client Communication.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Analytics Consultant,Ey,Boston,"['Excel', 'Power BI']","We are looking for a Analytics Consultant with experience in Excel, Power BI.","['excel', 'power bi']","excel, power bi"
Ai Engineer,Ey,Boston,"['AWS', 'Python', 'NLP', 'PyTorch', 'Deep Learning']","We are looking for a AI Engineer with experience in Deep Learning, Python, PyTorch.","['aws', 'deep learning', 'nlp', 'python', 'pytorch']","aws, deep learning, nlp, python, pytorch"
Business Analyst,Uber,Austin,"['Power BI', 'SQL', 'Business Analysis']","We are looking for a Business Analyst with experience in SQL, Business Analysis, Power BI.","['business analysis', 'power bi', 'sql']","business analysis, power bi, sql"
Business Analyst,Deloitte,Austin,"['Power BI', 'Project Management']","We are looking for a Business Analyst with experience in Project Management, Power BI.","['power bi', 'project management']","power bi, project management"
Machine Learning Engineer,Microsoft,Los Angeles,"['AWS', 'Machine Learning']","We are looking for a Machine Learning Engineer with experience in AWS, Machine Learning.","['aws', 'machine learning']","aws, machine learning"
Analytics Consultant,Salesforce,Denver,"['Excel', 'Power BI', 'SQL', 'Python', 'Client Communication']","We are looking for a Analytics Consultant with experience in SQL, Python, Client Communication.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Analytics Consultant,Amazon,New York,"['Excel', 'Python', 'Power BI']","We are looking for a Analytics Consultant with experience in Excel, Power BI, Python.","['excel', 'power bi', 'python']","excel, power bi, python"
Data Analyst,Ibm,San Francisco,"['Python', 'Tableau', 'Power BI', 'SQL', 'Excel']","We are looking for a Data Analyst with experience in Python, Power BI, Excel.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Bi Developer,Salesforce,San Francisco,"['ETL', 'Data Warehousing', 'Power BI', 'Tableau']","We are looking for a BI Developer with experience in Tableau, ETL, Data Warehousing.","['data warehousing', 'etl', 'power bi', 'tableau']","data warehousing, etl, power bi, tableau"
Bi Developer,Google,Miami,"['ETL', 'SQL', 'Tableau', 'Power BI']","We are looking for a BI Developer with experience in Power BI, Tableau, SQL.","['etl', 'power bi', 'sql', 'tableau']","etl, power bi, sql, tableau"
Data Scientist,Accenture,Miami,"['Pandas', 'Python', 'Statistics', 'SQL']","We are looking for a Data Scientist with experience in Statistics, Python, SQL.","['pandas', 'python', 'sql', 'statistics']","pandas, python, sql, statistics"
Business Analyst,Microsoft,New York,"['Project Management', 'Power BI', 'SQL', 'Excel']","We are looking for a Business Analyst with experience in Power BI, SQL, Project Management.","['excel', 'power bi', 'project management', 'sql']","excel, power bi, project management, sql"
Data Scientist,Microsoft,Austin,"['Python', 'Machine Learning']","We are looking for a Data Scientist with experience in Machine Learning, Python.","['machine learning', 'python']","machine learning, python"
Data Scientist,Deloitte,Chicago,"['Statistics', 'Pandas', 'Machine Learning', 'SQL', 'Python']","We are looking for a Data Scientist with experience in Pandas, SQL, Python.","['machine learning', 'pandas', 'python', 'sql', 'statistics']","machine learning, pandas, python, sql, statistics"
Analytics Consultant,Deloitte,Austin,"['Client Communication', 'Python']","We are looking for a Analytics Consultant with experience in Client Communication, Python.","['client communication', 'python']","client communication, python"
Machine Learning Engineer,Google,New York,"['Python', 'AWS', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in PyTorch, Python, AWS.","['aws', 'python', 'pytorch']","aws, python, pytorch"
Ai Engineer,Uber,New York,"['NLP', 'Deep Learning', 'AWS', 'PyTorch']","We are looking for a AI Engineer with experience in NLP, AWS, PyTorch.","['aws', 'deep learning', 'nlp', 'pytorch']","aws, deep learning, nlp, pytorch"
Machine Learning Engineer,Accenture,Boston,"['PyTorch', 'Python', 'Machine Learning', 'AWS', 'TensorFlow']","We are looking for a Machine Learning Engineer with experience in AWS, PyTorch, Machine Learning.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Business Analyst,Accenture,Miami,"['SQL', 'Project Management', 'Excel', 'Business Analysis', 'Power BI']","We are looking for a Business Analyst with experience in Power BI, Project Management, SQL.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Data Engineer,Microsoft,Austin,"['AWS', 'Spark', 'Airflow', 'SQL']","We are looking for a Data Engineer with experience in SQL, AWS, Airflow.","['airflow', 'aws', 'spark', 'sql']","airflow, aws, spark, sql"
Data Analyst,Ey,Los Angeles,"['Excel', 'Tableau']","We are looking for a Data Analyst with experience in Tableau, Excel.","['excel', 'tableau']","excel, tableau"
Ai Engineer,Deloitte,Chicago,"['PyTorch', 'Deep Learning', 'Python', 'AWS']","We are looking for a AI Engineer with experience in Deep Learning, PyTorch, AWS.","['aws', 'deep learning', 'python', 'pytorch']","aws, deep learning, python, pytorch"
Bi Developer,Deloitte,Miami,"['Power BI', 'SQL', 'Data Warehousing', 'ETL']","We are looking for a BI Developer with experience in ETL, Data Warehousing, Power BI.","['data warehousing', 'etl', 'power bi', 'sql']","data warehousing, etl, power bi, sql"
Data Analyst,Deloitte,Atlanta,"['Excel', 'SQL']","We are looking for a Data Analyst with experience in Excel, SQL.","['excel', 'sql']","excel, sql"
Business Analyst,Accenture,Miami,"['SQL', 'Business Analysis']","We are looking for a Business Analyst with experience in SQL, Business Analysis.","['business analysis', 'sql']","business analysis, sql"
Data Scientist,Uber,San Francisco,"['Statistics', 'SQL', 'Python']","We are looking for a Data Scientist with experience in Python, Statistics, SQL.","['python', 'sql', 'statistics']","python, sql, statistics"
Data Engineer,Ey,Seattle,"['Spark', 'Airflow', 'Python', 'SQL']","We are looking for a Data Engineer with experience in Airflow, Python, SQL.","['airflow', 'python', 'spark', 'sql']","airflow, python, spark, sql"
Machine Learning Engineer,Ibm,Los Angeles,"['TensorFlow', 'PyTorch', 'AWS', 'Python', 'Machine Learning']","We are looking for a Machine Learning Engineer with experience in PyTorch, TensorFlow, Machine Learning.","['aws', 'machine learning', 'python', 'pytorch', 'tensorflow']","aws, machine learning, python, pytorch, tensorflow"
Data Engineer,Amazon,Seattle,"['Spark', 'AWS', 'SQL']","We are looking for a Data Engineer with experience in SQL, Spark, AWS.","['aws', 'spark', 'sql']","aws, spark, sql"
Data Scientist,Ey,San Francisco,"['Machine Learning', 'Pandas', 'Statistics', 'Python', 'SQL']","We are looking for a Data Scientist with experience in Python, Machine Learning, Statistics.","['machine learning', 'pandas', 'python', 'sql', 'statistics']","machine learning, pandas, python, sql, statistics"
Analytics Consultant,Amazon,Los Angeles,"['Client Communication', 'SQL', 'Python', 'Power BI']","We are looking for a Analytics Consultant with experience in Client Communication, Power BI, SQL.","['client communication', 'power bi', 'python', 'sql']","client communication, power bi, python, sql"
Data Scientist,Facebook,Atlanta,"['Statistics', 'Machine Learning']","We are looking for a Data Scientist with experience in Statistics, Machine Learning.","['machine learning', 'statistics']","machine learning, statistics"
Data Analyst,Deloitte,Denver,"['SQL', 'Tableau', 'Excel', 'Python']","We are looking for a Data Analyst with experience in Python, Excel, Tableau.","['excel', 'python', 'sql', 'tableau']","excel, python, sql, tableau"
Business Analyst,Accenture,San Francisco,"['Power BI', 'Excel', 'Business Analysis', 'Project Management', 'SQL']","We are looking for a Business Analyst with experience in Excel, Business Analysis, Power BI.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Analytics Consultant,Uber,San Francisco,"['Power BI', 'SQL', 'Client Communication', 'Excel']","We are looking for a Analytics Consultant with experience in Excel, Client Communication, SQL.","['client communication', 'excel', 'power bi', 'sql']","client communication, excel, power bi, sql"
Ai Engineer,Facebook,Chicago,"['NLP', 'Python', 'AWS', 'Deep Learning', 'PyTorch']","We are looking for a AI Engineer with experience in NLP, Python, Deep Learning.","['aws', 'deep learning', 'nlp', 'python', 'pytorch']","aws, deep learning, nlp, python, pytorch"
Bi Developer,Amazon,San Francisco,"['ETL', 'Power BI', 'Data Warehousing', 'Tableau', 'SQL']","We are looking for a BI Developer with experience in Tableau, ETL, Data Warehousing.","['data warehousing', 'etl', 'power bi', 'sql', 'tableau']","data warehousing, etl, power bi, sql, tableau"
Data Analyst,Google,Boston,"['Power BI', 'Python']","We are looking for a Data Analyst with experience in Python, Power BI.","['power bi', 'python']","power bi, python"
Data Scientist,Google,Boston,"['Machine Learning', 'SQL', 'Python', 'Statistics']","We are looking for a Data Scientist with experience in Machine Learning, Python, SQL.","['machine learning', 'python', 'sql', 'statistics']","machine learning, python, sql, statistics"
Data Engineer,Uber,Austin,"['Python', 'Airflow', 'Spark']","We are looking for a Data Engineer with experience in Spark, Python, Airflow.","['airflow', 'python', 'spark']","airflow, python, spark"
Machine Learning Engineer,Microsoft,New York,"['AWS', 'TensorFlow', 'Machine Learning', 'Python']","We are looking for a Machine Learning Engineer with experience in Machine Learning, TensorFlow, Python.","['aws', 'machine learning', 'python', 'tensorflow']","aws, machine learning, python, tensorflow"
Data Engineer,Amazon,New York,"['SQL', 'Airflow', 'AWS', 'Python', 'Spark']","We are looking for a Data Engineer with experience in Spark, AWS, Python.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Data Engineer,Amazon,Boston,"['SQL', 'AWS', 'Airflow']","We are looking for a Data Engineer with experience in Airflow, SQL, AWS.","['airflow', 'aws', 'sql']","airflow, aws, sql"
Data Analyst,Ey,Atlanta,"['Power BI', 'Python', 'Tableau', 'Excel']","We are looking for a Data Analyst with experience in Excel, Tableau, Python.","['excel', 'power bi', 'python', 'tableau']","excel, power bi, python, tableau"
Data Engineer,Ibm,San Francisco,"['AWS', 'SQL', 'Python', 'Airflow', 'Spark']","We are looking for a Data Engineer with experience in SQL, AWS, Python.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Data Analyst,Accenture,Chicago,"['Power BI', 'Python', 'SQL']","We are looking for a Data Analyst with experience in Power BI, Python, SQL.","['power bi', 'python', 'sql']","power bi, python, sql"
Machine Learning Engineer,Ey,Denver,"['TensorFlow', 'Machine Learning', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in PyTorch, TensorFlow, Machine Learning.","['machine learning', 'pytorch', 'tensorflow']","machine learning, pytorch, tensorflow"
Business Analyst,Ibm,Los Angeles,"['SQL', 'Excel', 'Power BI']","We are looking for a Business Analyst with experience in Excel, Power BI, SQL.","['excel', 'power bi', 'sql']","excel, power bi, sql"
Data Scientist,Uber,Denver,"['Statistics', 'Machine Learning', 'Python', 'SQL']","We are looking for a Data Scientist with experience in Python, Statistics, Machine Learning.","['machine learning', 'python', 'sql', 'statistics']","machine learning, python, sql, statistics"
Analytics Consultant,Deloitte,Austin,"['Excel', 'Power BI', 'Client Communication', 'Python']","We are looking for a Analytics Consultant with experience in Client Communication, Excel, Python.","['client communication', 'excel', 'power bi', 'python']","client communication, excel, power bi, python"
Analytics Consultant,Microsoft,Austin,"['SQL', 'Power BI', 'Client Communication']","We are looking for a Analytics Consultant with experience in Power BI, SQL, Client Communication.","['client communication', 'power bi', 'sql']","client communication, power bi, sql"
Data Engineer,Uber,Denver,"['Airflow', 'Spark', 'AWS']","We are looking for a Data Engineer with experience in AWS, Spark, Airflow.","['airflow', 'aws', 'spark']","airflow, aws, spark"
